State,District,Crop,Season,Season_Order,Crop_Year,Start_Year,End_Year,Season_Start_Month,Season_End_Month,Season_Months,Season_Start_Year,Season_End_Year,Season_Crosses_Calendar_Year,Area_Ha,Production_Tonnes,Yield_Ton_per_Ha,Production_YoY_Change_Pct,Yield_YoY_Change_Pct,Area_YoY_Change_Pct,Production_3Y_Mean,Yield_3Y_Mean,Production_Deviation_From_3Y_Mean,Yield_Deviation_From_3Y_Mean
Rajasthan,Kota,Barley,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,360.0,1225.0,3.4,70.138889,-4.225352,77.339901,1249.333333,3.526667,-24.333333,-0.126667
Rajasthan,Kota,Castor seed,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,3.0,0.0,0.0,,,,,,,
Rajasthan,Kota,Castor seed,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
Rajasthan,Kota,Cotton(lint),Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,9.0,29.0,3.22,,,,,,,
Rajasthan,Kota,Cotton(lint),Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,2.0,5.882,2.94,,,,29.0,3.22,-23.118,-0.28
Rajasthan,Kota,Gram,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,35940.0,62189.0,1.73,,,,,,,
Rajasthan,Kota,Gram,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,47105.0,83364.0,1.77,34.04943,2.312139,31.065665,62189.0,1.73,21175.0,0.04
Rajasthan,Kota,Gram,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,28936.0,53101.0,1.84,-36.302241,3.954802,-38.571277,72776.5,1.75,-19675.5,0.09
Rajasthan,Kota,Gram,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,41492.0,79875.0,1.93,50.420896,4.891304,43.392314,66218.0,1.78,13657.0,0.15
Rajasthan,Kota,Gram,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,43424.0,77365.0,1.78,-3.14241,-7.772021,4.656319,72113.333333,1.846667,5251.666667,-0.066667
Rajasthan,Kota,Groundnut,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,234.0,481.0,2.06,,,,,,,
Rajasthan,Kota,Groundnut,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,131.0,288.0,2.2,-40.12474,6.796117,-44.017094,481.0,2.06,-193.0,0.14
Rajasthan,Kota,Groundnut,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,149.0,337.0,2.26,17.013889,2.727273,13.740458,384.5,2.13,-47.5,0.13
Rajasthan,Kota,Groundnut,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,89.0,190.0,2.13,-43.620178,-5.752212,-40.268456,368.666667,2.173333,-178.666667,-0.043333
Rajasthan,Kota,Groundnut,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,86.0,207.0,2.41,8.947368,13.14554,-3.370787,271.666667,2.196667,-64.666667,0.213333
Rajasthan,Kota,Jowar,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,1334.0,2126.0,1.59,,,,,,,
Rajasthan,Kota,Jowar,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,1099.0,1202.0,1.09,-43.4619,-31.446541,-17.616192,2126.0,1.59,-924.0,-0.5
Rajasthan,Kota,Jowar,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,1210.0,1682.0,1.39,39.933444,27.522936,10.100091,1664.0,1.34,18.0,0.05
Rajasthan,Kota,Jowar,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,807.0,915.0,1.13,-45.600476,-18.705036,-33.305785,1670.0,1.356667,-755.0,-0.226667
Rajasthan,Kota,Jowar,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,786.0,983.0,1.25,7.431694,10.619469,-2.60223,1266.333333,1.203333,-283.333333,0.046667
Rajasthan,Kota,Linseed,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,46.0,46.0,1.0,,,,,,,
Rajasthan,Kota,Linseed,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,94.0,94.0,1.0,104.347826,0.0,104.347826,46.0,1.0,48.0,0.0
Rajasthan,Kota,Linseed,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,98.0,97.0,0.99,3.191489,-1.0,4.255319,70.0,1.0,27.0,-0.01
Rajasthan,Kota,Linseed,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,142.0,142.0,1.0,46.391753,1.010101,44.897959,79.0,0.996667,63.0,0.003333
Rajasthan,Kota,Linseed,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,253.0,252.0,1.0,77.464789,0.0,78.169014,111.0,0.996667,141.0,0.003333
Rajasthan,Kota,Maize,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,2650.0,4332.0,1.63,,,,,,,
Rajasthan,Kota,Maize,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,2054.0,801.0,0.39,-81.509695,-76.07362,-22.490566,4332.0,1.63,-3531.0,-1.24
Rajasthan,Kota,Maize,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,3605.0,9061.0,2.51,1031.210986,543.589744,75.511198,2566.5,1.01,6494.5,1.5
Rajasthan,Kota,Maize,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,2688.0,5916.0,2.2,-34.709193,-12.350598,-25.436893,4731.333333,1.51,1184.666667,0.69
Rajasthan,Kota,Maize,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2399.0,5398.0,2.25,-8.755916,2.272727,-10.751488,5259.333333,1.7,138.666667,0.55
Rajasthan,Kota,Masoor,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,7.0,8.0,1.14,,,,,,,
Rajasthan,Kota,Masoor,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,22.0,30.0,1.36,275.0,19.298246,214.285714,8.0,1.14,22.0,0.22
Rajasthan,Kota,Masoor,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,29.0,39.0,1.34,30.0,-1.470588,31.818182,19.0,1.25,20.0,0.09
Rajasthan,Kota,Masoor,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,20.0,27.0,1.35,-30.769231,0.746269,-31.034483,25.666667,1.28,1.333333,0.07
Rajasthan,Kota,Masoor,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,23.0,32.0,1.39,18.518519,2.962963,15.0,32.0,1.35,0.0,0.04
Rajasthan,Kota,Moong(Green Gram),Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,101.0,50.0,0.5,,,,,,,
Rajasthan,Kota,Moong(Green Gram),Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,26.0,14.0,0.54,-72.0,8.0,-74.257426,50.0,0.5,-36.0,0.04
Rajasthan,Kota,Moong(Green Gram),Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,42.0,23.0,0.55,64.285714,1.851852,61.538462,32.0,0.52,-9.0,0.03
Rajasthan,Kota,Moong(Green Gram),Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,48.0,17.0,0.35,-26.086957,-36.363636,14.285714,29.0,0.53,-12.0,-0.18
Rajasthan,Kota,Moong(Green Gram),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,6.0,3.0,0.5,-82.352941,42.857143,-87.5,18.0,0.48,-15.0,0.02
Rajasthan,Kota,Moth,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,1.0,,0.0,,,,,,,
Rajasthan,Kota,Other Cereals,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2.0,1.0,0.5,,,,,,,
Rajasthan,Kota,Other Kharif pulses,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,1.0,1.0,1.0,,,,,,,
Rajasthan,Kota,Other Kharif pulses,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,1.0,0.0,0.0,,,,1.0,1.0,-1.0,-1.0
Rajasthan,Kota,Other Rabi pulses,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,2.0,14.0,7.0,,,,,,,
Rajasthan,Kota,Other Rabi pulses,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,2.0,1.0,0.5,-92.857143,-92.857143,0.0,14.0,7.0,-13.0,-6.5
Rajasthan,Kota,Other Rabi pulses,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,10.0,6.0,0.6,500.0,20.0,400.0,7.5,3.75,-1.5,-3.15
Rajasthan,Kota,Other Rabi pulses,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,8.0,5.0,0.63,-16.666667,5.0,-20.0,7.0,2.7,-2.0,-2.07
Rajasthan,Kota,Other Rabi pulses,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,15.0,11.0,0.73,120.0,15.873016,87.5,4.0,0.576667,7.0,0.153333
Rajasthan,Kota,Peas & beans (Pulses),Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,39.0,78.0,2.0,,,,,,,
Rajasthan,Kota,Peas & beans (Pulses),Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,34.0,84.0,2.47,7.692308,23.5,-12.820513,78.0,2.0,6.0,0.47
Rajasthan,Kota,Peas & beans (Pulses),Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,99.0,289.0,2.92,244.047619,18.218623,191.176471,81.0,2.235,208.0,0.685
Rajasthan,Kota,Peas & beans (Pulses),Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,64.0,182.0,2.84,-37.024221,-2.739726,-35.353535,150.333333,2.463333,31.666667,0.376667
Rajasthan,Kota,Peas & beans (Pulses),Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,70.0,207.0,2.96,13.736264,4.225352,9.375,185.0,2.743333,22.0,0.216667
Rajasthan,Kota,Rapeseed &Mustard,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,61363.0,118583.0,1.93,,,,,,,
Rajasthan,Kota,Rapeseed &Mustard,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,24894.0,43842.0,1.76,-63.028427,-8.80829,-59.431579,118583.0,1.93,-74741.0,-0.17
Rajasthan,Kota,Rapeseed &Mustard,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,45229.0,83578.0,1.85,90.634551,5.113636,81.68635,81212.5,1.845,2365.5,0.005
Rajasthan,Kota,Rapeseed &Mustard,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,85055.0,168101.0,1.98,101.13068,7.027027,88.054125,82001.0,1.846667,86100.0,0.133333
Rajasthan,Kota,Rapeseed &Mustard,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,82475.0,157061.0,1.9,-6.56748,-4.040404,-3.033331,98507.0,1.863333,58554.0,0.036667
Rajasthan,Kota,Rice,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,26139.0,74124.0,2.84,,,,,,,
Rajasthan,Kota,Rice,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,32613.0,94703.0,2.9,27.762938,2.112676,24.767589,74124.0,2.84,20579.0,0.06
Rajasthan,Kota,Rice,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,35979.0,132890.0,3.69,40.322904,27.241379,10.321038,84413.5,2.87,48476.5,0.82
Rajasthan,Kota,Rice,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,24215.0,72019.0,2.97,-45.805553,-19.512195,-32.696851,100572.333333,3.143333,-28553.333333,-0.173333
Rajasthan,Kota,Rice,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,31268.0,88322.0,2.82,22.637082,-5.050505,29.126574,99870.666667,3.186667,-11548.666667,-0.366667
Rajasthan,Kota,Sannhamp,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,4.0,1.0,0.25,,,,,,,
Rajasthan,Kota,Sesamum,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,619.0,314.0,0.51,,,,,,,
Rajasthan,Kota,Sesamum,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,1331.0,222.0,0.17,-29.299363,-66.666667,115.024233,314.0,0.51,-92.0,-0.34
Rajasthan,Kota,Sesamum,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,2153.0,1048.0,0.49,372.072072,188.235294,61.758077,268.0,0.34,780.0,0.15
Rajasthan,Kota,Sesamum,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,660.0,106.0,0.16,-89.885496,-67.346939,-69.3451,528.0,0.39,-422.0,-0.23
Rajasthan,Kota,Sesamum,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,361.0,91.0,0.25,-14.150943,56.25,-45.30303,458.666667,0.273333,-367.666667,-0.023333
Rajasthan,Kota,Soyabean,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,127923.0,150568.0,1.18,,,,,,,
Rajasthan,Kota,Soyabean,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,180334.0,115752.0,0.64,-23.123107,-45.762712,40.97074,150568.0,1.18,-34816.0,-0.54
Rajasthan,Kota,Soyabean,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,185824.0,254313.0,1.37,119.705059,114.0625,3.044351,133160.0,0.91,121153.0,0.46
Rajasthan,Kota,Soyabean,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,188182.0,162080.0,0.86,-36.267513,-37.226277,1.268943,173544.333333,1.063333,-11464.333333,-0.203333
Rajasthan,Kota,Soyabean,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,187872.0,212266.0,1.13,30.963722,31.395349,-0.164734,177381.666667,0.956667,34884.333333,0.173333
Rajasthan,Kota,Urad,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,98729.0,58003.0,0.59,,,,,,,
Rajasthan,Kota,Urad,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,42604.0,5117.0,0.12,-91.178043,-79.661017,-56.847532,58003.0,0.59,-52886.0,-0.47
Rajasthan,Kota,Urad,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,20914.0,12227.0,0.58,138.948603,383.333333,-50.910713,31560.0,0.355,-19333.0,0.225
Rajasthan,Kota,Urad,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,31898.0,9197.0,0.29,-24.781222,-50.0,52.519843,25115.666667,0.43,-15918.666667,-0.14
Rajasthan,Kota,Urad,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,27523.0,10124.0,0.37,10.079374,27.586207,-13.715593,8847.0,0.33,1277.0,0.04
Rajasthan,Kota,Wheat,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,142148.0,666856.0,4.69,,,,,,,
Rajasthan,Kota,Wheat,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,166763.0,725558.0,4.35,8.8028,-7.249467,17.316459,666856.0,4.69,58702.0,-0.34
Rajasthan,Kota,Wheat,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,138217.0,604674.0,4.37,-16.660832,0.45977,-17.117706,696207.0,4.52,-91533.0,-0.15
Rajasthan,Kota,Wheat,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,108964.0,523091.0,4.8,-13.492063,9.839817,-21.164546,665696.0,4.47,-142605.0,0.33
Rajasthan,Kota,Wheat,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,108260.0,486782.0,4.5,-6.94124,-6.25,-0.646085,617774.333333,4.506667,-130992.333333,-0.006667
Rajasthan,Kota,other oilseeds,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,42.0,30.0,0.71,,,,,,,
Rajasthan,Kota,other oilseeds,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,94.0,57.0,0.61,90.0,-14.084507,123.809524,30.0,0.71,27.0,-0.1
Rajasthan,Kota,other oilseeds,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,43.0,27.0,0.63,-52.631579,3.278689,-54.255319,43.5,0.66,-16.5,-0.03
Rajasthan,Kota,other oilseeds,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,10.0,6.0,0.6,-77.777778,-4.761905,-76.744186,38.0,0.65,-32.0,-0.05
Rajasthan,Kota,other oilseeds,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,15.0,8.0,0.53,33.333333,-11.666667,50.0,30.0,0.613333,-22.0,-0.083333
Rajasthan,Nagaur,Bajra,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,303692.0,309390.0,1.02,,,,,,,
Rajasthan,Nagaur,Bajra,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,299715.0,295282.0,0.99,-4.559941,-2.941176,-1.30955,309390.0,1.02,-14108.0,-0.03
Rajasthan,Nagaur,Bajra,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,301465.0,340911.0,1.13,15.452686,14.141414,0.583888,302336.0,1.005,38575.0,0.125
Rajasthan,Nagaur,Bajra,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,297239.0,281917.0,0.95,-17.30481,-15.929204,-1.401821,315194.333333,1.046667,-33277.333333,-0.096667
Rajasthan,Nagaur,Bajra,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,313574.0,330175.0,1.05,17.117804,10.526316,5.495578,306036.666667,1.023333,24138.333333,0.026667
Rajasthan,Nagaur,Barley,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,6109.0,15998.0,2.62,,,,,,,
Rajasthan,Nagaur,Barley,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,10654.0,33404.0,3.14,108.8011,19.847328,74.398429,15998.0,2.62,17406.0,0.52
Rajasthan,Nagaur,Barley,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,8177.0,22291.0,2.73,-33.268471,-13.057325,-23.249484,24701.0,2.88,-2410.0,-0.15
Rajasthan,Nagaur,Barley,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,6223.0,17879.0,2.87,-19.792741,5.128205,-23.896294,23897.666667,2.83,-6018.666667,0.04
Rajasthan,Nagaur,Barley,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,11035.0,27012.0,2.45,51.082275,-14.634146,77.326049,24524.666667,2.913333,2487.333333,-0.463333
Rajasthan,Nagaur,Castor seed,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,49.0,40.0,0.82,,,,,,,
Rajasthan,Nagaur,Castor seed,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,63.0,31.0,0.49,-22.5,-40.243902,28.571429,40.0,0.82,-9.0,-0.33
Rajasthan,Nagaur,Castor seed,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,54.0,41.0,0.76,32.258065,55.102041,-14.285714,35.5,0.655,5.5,0.105
Rajasthan,Nagaur,Castor seed,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,114.0,132.0,1.16,221.95122,52.631579,111.111111,37.333333,0.69,94.666667,0.47
Rajasthan,Nagaur,Castor seed,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,154.0,138.0,0.9,4.545455,-22.413793,35.087719,68.0,0.803333,70.0,0.096667
Rajasthan,Nagaur,Cotton(lint),Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,54079.0,138358.0,2.56,,,,,,,
Rajasthan,Nagaur,Cotton(lint),Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,55801.0,156141.0,2.8,12.852889,9.375,3.18423,138358.0,2.56,17783.0,0.24
Rajasthan,Nagaur,Cotton(lint),Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,57519.0,136529.0,2.37,-12.560442,-15.357143,3.078798,147249.5,2.68,-10720.5,-0.31
Rajasthan,Nagaur,Cotton(lint),Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,60419.0,169364.7,2.8,24.050348,18.14346,5.041812,143676.0,2.576667,25688.7,0.223333
Rajasthan,Nagaur,Cotton(lint),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,77503.0,247264.71,3.19,45.995423,13.928571,28.275873,154011.566667,2.656667,93253.143333,0.533333
Rajasthan,Nagaur,Gram,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,21312.0,24790.0,1.16,,,,,,,
Rajasthan,Nagaur,Gram,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,130331.0,152915.0,1.17,516.841468,0.862069,511.538101,24790.0,1.16,128125.0,0.01
Rajasthan,Nagaur,Gram,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,35259.0,40593.0,1.15,-73.45388,-1.709402,-72.946574,88852.5,1.165,-48259.5,-0.015
Rajasthan,Nagaur,Gram,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,99944.0,111471.0,1.12,174.606459,-2.608696,183.456706,72766.0,1.16,38705.0,-0.04
Rajasthan,Nagaur,Gram,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,34477.0,32123.0,0.93,-71.182639,-16.964286,-65.503682,101659.666667,1.146667,-69536.666667,-0.216667
Rajasthan,Nagaur,Groundnut,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,17784.0,32721.0,1.84,,,,,,,
Rajasthan,Nagaur,Groundnut,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,17677.0,39361.0,2.23,20.292778,21.195652,-0.601664,32721.0,1.84,6640.0,0.39
Rajasthan,Nagaur,Groundnut,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,30878.0,66717.0,2.16,69.500267,-3.139013,74.678961,36041.0,2.035,30676.0,0.125
Rajasthan,Nagaur,Groundnut,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,32453.0,66104.0,2.04,-0.918806,-5.555556,5.100719,46266.333333,2.076667,19837.666667,-0.036667
Rajasthan,Nagaur,Groundnut,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,33022.0,61903.0,1.87,-6.355137,-8.333333,1.753305,57394.0,2.143333,4509.0,-0.273333
Rajasthan,Nagaur,Jowar,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,33822.0,20512.0,0.61,,,,,,,
Rajasthan,Nagaur,Jowar,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,54302.0,32777.0,0.6,59.794267,-1.639344,60.552303,20512.0,0.61,12265.0,-0.01
Rajasthan,Nagaur,Jowar,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,28085.0,20397.0,0.73,-37.770388,21.666667,-48.27999,26644.5,0.605,-6247.5,0.125
Rajasthan,Nagaur,Jowar,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,47019.0,31963.0,0.68,56.704417,-6.849315,67.416771,24562.0,0.646667,7401.0,0.033333
Rajasthan,Nagaur,Jowar,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,30319.0,21432.0,0.71,-32.947471,4.411765,-35.517557,28379.0,0.67,-6947.0,0.04
Rajasthan,Nagaur,Linseed,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,265.0,320.0,1.21,,,,,,,
Rajasthan,Nagaur,Linseed,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,23.0,25.0,1.09,-92.1875,-9.917355,-91.320755,320.0,1.21,-295.0,-0.12
Rajasthan,Nagaur,Linseed,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,1018.0,1549.0,1.52,6096.0,39.449541,4326.086957,172.5,1.15,1376.5,0.37
Rajasthan,Nagaur,Linseed,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,22.0,27.0,1.23,-98.25694,-19.078947,-97.8389,631.333333,1.273333,-604.333333,-0.043333
Rajasthan,Nagaur,Linseed,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,6.0,4.0,0.67,-85.185185,-45.528455,-72.727273,533.666667,1.28,-529.666667,-0.61
Rajasthan,Nagaur,Maize,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,14.0,31.0,2.21,,,,,,,
Rajasthan,Nagaur,Maize,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,8.0,10.0,1.25,-67.741935,-43.438914,-42.857143,31.0,2.21,-21.0,-0.96
Rajasthan,Nagaur,Maize,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,19.0,52.0,2.74,420.0,119.2,137.5,20.5,1.73,31.5,1.01
Rajasthan,Nagaur,Maize,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,21.0,44.0,2.1,-15.384615,-23.357664,10.526316,31.0,2.066667,13.0,0.033333
Rajasthan,Nagaur,Maize,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,28.0,62.0,2.21,40.909091,5.238095,33.333333,35.333333,2.03,26.666667,0.18
Rajasthan,Nagaur,Masoor,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,94.0,109.0,1.16,,,,,,,
